variant	task	task_type	n_matched	task_size	coverage	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
ampscanner	deepamp_species_gramneg	classification	10283	11101	0.9263129447797496	0.468256177935568	0.6177520071364853	0.45536741739273384	0.447823736144904	0.9601386481802426	0.552176263855096	0.8346420621433588	0.5740260720218912	0.26	0.5802958043642787	0.5076711743012314	100.0	10283.0	2885.0	7398.0	6083.0	0.0				
apex-abaumannii	deepamp_species_gramneg	classification	11008	11101	0.9916223763624898	0.46666170172757465	0.4305901911886949	0.9452554744525548	0.004018754186202277	0.27879440258342303	0.9959812458137978	0.7757607983290519	0.5664500678994866	0.97	0.6563676019031347	0.6199389996253175	100.0	9323.0	1858.0	7465.0	548.0	0.0				
apex-ecoli	deepamp_species_gramneg	classification	11008	11101	0.9916223763624898	0.3616247764675249	0.28343500703894886	0.9617834394904459	0.001589825119236884	0.16620803522289487	0.9984101748807631	0.7558890027325393	0.48140042235351294	0.97	0.6041748532245064	0.578359522939817	100.0	9365.0	1817.0	7548.0	314.0	0.0				
apex-kpneumoniae	deepamp_species_gramneg	classification	11008	11101	0.9916223763624898	0.07282846987344395	0.016170212765957447	0.9047619047619048	0.0002628811777076761	0.008158007728638901	0.9997371188222923	0.7566760418966453	0.404733998529064	0.48	0.5260481854527351	0.5063555101338033	100.0	9937.0	2329.0	7608.0	21.0	0.0				
apex-min	deepamp_species_gramneg	classification	11008	11101	0.9916223763624898	0.6227981150776221	0.6649952992792229	0.8968723584108199	0.019623612674923598	0.5283864541832669	0.9803763873250764	0.8652649335102888	0.7456075054835231	0.98	0.7516977711092088	0.61427432561557	100.0	8225.0	2008.0	6217.0	1183.0	0.0				
apex-paeruginosa	deepamp_species_gramneg	classification	11008	11101	0.9916223763624898	0.1053234045594642	0.0327395281656235	0.8947368421052632	0.0005234231876472127	0.016674840608141245	0.9994765768123528	0.7286073875573915	0.37451568031963933	0.62	0.5400682030911421	0.5125109846472556	100.0	9681.0	2039.0	7642.0	38.0	0.0				
apex-saureus	deepamp_species_gramneg	classification	11008	11101	0.9916223763624898	0.12370440406643268	0.05518945634266886	0.8072289156626506	0.0020868657884439805	0.02857142857142857	0.997913134211556	0.7530382891482701	0.4199185324735398	0.75	0.5371698598184909	0.5133946432657165	100.0	10012.0	2345.0	7667.0	83.0	0.0				
deep-amp-cnn-gramneg	deepamp_species_gramneg	classification	11003	11101	0.9911719664895055	0.8934047416990233	0.9184849732400164	0.9295833333333333	0.021583652618135378	0.9076484947111473	0.9784163473818647	0.9822900592014814	0.9499642905010561	0.98	0.9453437908779849	0.729484097347657	100.0	10288.0	2458.0	7830.0	2400.0	0.0				
deep-amp-cnn-grampos	deepamp_species_gramneg	classification	11003	11101	0.9911719664895055	0.8821370377539098	0.9115479115479116	0.8554018445322793	0.056441244535870405	0.9755822689706988	0.9435587554641296	0.9707437842658182	0.8505545166502358	0.68	0.8622993535434924	0.521219337446631	100.0	10440.0	2662.0	7778.0	3036.0	0.0				
deep-amp-lstm-gramneg	deepamp_species_gramneg	classification	11003	11101	0.9911719664895055	0.8322990114574431	0.8710078805474907	0.8864499788940481	0.033857772183763374	0.8560945780676722	0.9661422278162366	0.9649651587029356	0.8809040214942776	0.92	0.8891095897227116	0.5848257199262636	100.0	10398.0	2453.0	7945.0	2369.0	0.0				
deep-amp-lstm-grampos	deepamp_species_gramneg	classification	11003	11101	0.9911719664895055	0.8687891096210618	0.8954203691045797	0.9419942473633749	0.015197186636523486	0.8532349109856708	0.9848028133634765	0.9796868931157259	0.9252662661170156	0.92	0.9381098198939191	0.6549298557342593	100.0	10265.0	2303.0	7962.0	2086.0	0.0				
example-model	deepamp_species_gramneg	classification	11101	11101	1.0	0.009090718026515622	0.36040018613308517	0.2799060354174196	0.4957084214454534	0.5058785107772698	0.5042915785545465	0.49968970667083534	0.27652090919551964	0.34	0.5001558736372805	0.500862839329146	100.0	11101.0	3062.0	8039.0	5534.0	0.0				
hydramp-amp-classifier	deepamp_species_gramneg	classification	5273	11101	0.4750022520493649	0.585315933334641	0.7663003663003664	0.6372220530003045	0.3846899224806202	0.9609554432705558	0.6153100775193798	0.9141588743725512	0.8538760843239422	0.84	0.732535056577609	0.5288447712754245	100.0	5273.0	2177.0	3096.0	3283.0	0.0				
hydramp-mic-classifier	deepamp_species_gramneg	classification	5273	11101	0.4750022520493649	0.9409225258646733	0.9654859218891917	0.954647507858105	0.032622739018087855	0.9765732659623335	0.9673772609819121	0.9886695711211526	0.9821664752834299	1.0	0.9606212245387016	0.7414638387862393	100.0	5273.0	2177.0	3096.0	2227.0	0.0				
mbc-attention	deepamp_species_gramneg	classification	11001	11101	0.9909918025403117	0.6287092391349983	0.7450375794950858	0.6179667519181585	0.25865800865800864	0.9378942261038331	0.7413419913419913	0.8986842851471672	0.7833629360012411	0.96	0.7071905426306713	0.5563598863943381	100.0	6681.0	2061.0	4620.0	3128.0	0.0				
mole-amp	deepamp_species_gramneg	classification	11101	11101	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.27583100621565626	0.14	0.5	0.5	100.0	11101.0	3062.0	8039.0	0.0	0.0				
sensexamp-classifier	deepamp_species_gramneg	classification	5195	11101	0.46797585803080805	0.47774970575818687	0.7134463656202786	0.5608339931380312	0.5497191939213742	0.9801660516605166	0.4502808060786257	0.9273617699011479	0.891512634775601	0.98	0.7745933167171639	0.5678672408128925	100.0	5195.0	2168.0	3027.0	3789.0	0.0				
sensexamp-ecoli	deepamp_species_gramneg	classification	5195	11101	0.46797585803080805	0.8314513443362608	0.8950898846257043	0.9439728353140917	0.035044247787610616	0.8510204081632653	0.9649557522123894	0.943375293480224	0.9424478532807721	1.0	0.8951498531410702	0.7164642972855972	100.0	4785.0	1960.0	2825.0	1767.0	0.0				
sensexamp-saureus	deepamp_species_gramneg	classification	5195	11101	0.46797585803080805	0.7271564385326105	0.8068006182380216	0.9375	0.029511533242876527	0.7080846446011937	0.9704884667571235	0.8819930707042896	0.8770764198494597	0.97	0.8291083970108103	0.6149606546852371	100.0	4791.0	1843.0	2948.0	1392.0	0.0				
ampeppy	deepamp_species_grampos	classification	10816	10816	1.0	0.6720236833188549	0.7528105877330298	0.6241151486550259	0.19845521365391802	0.9483685908927931	0.801544786346082	0.9433549677690074	0.8353857354172922	0.98	0.7815245167269473	0.5963081378007685	100.0	10816.0	2789.0	8027.0	4238.0	0.0				
amplify	deepamp_species_grampos	classification	10815	10816	0.9999075443786982	0.7963122839255851	0.8466855168080427	0.7534246575342466	0.10989284824320956	0.9662961634994621	0.8901071517567904	0.9589536989724236	0.8357467822784896	0.95	0.803644068159659	0.5446741331437426	100.0	10815.0	2789.0	8026.0	3577.0	0.0				
ampredictor	deepamp_species_grampos	classification	10777	10816	0.9963942307692307	0.35993312869591426	0.5640791476407915	0.40387968613775066	0.5614863477725313	0.9349142280524723	0.4385136522274687	0.7468313155496574	0.5038963244416645	0.65	0.5762082952125102	0.506853305190709	100.0	6853.0	1982.0	4871.0	4588.0	0.0				
ampredmfa	deepamp_species_grampos	classification	10815	10816	0.9999075443786982	0.31117472522435846	0.49873326094824466	0.33353503570131915	0.6861450286568652	0.9881678020795984	0.31385497134313484	0.8135302379135861	0.5544799389544898	0.74	0.606754271804437	0.5134416646501249	100.0	10815.0	2789.0	8026.0	8263.0	0.0				
ampscanner	deepamp_species_grampos	classification	9987	10816	0.9233542899408284	0.46170208536348456	0.5974857685009488	0.43244635193133046	0.4479674796747967	0.9662447257383966	0.5520325203252032	0.8432443452742928	0.5631313664427179	0.32	0.5859112002488702	0.5082069484097966	100.0	9987.0	2607.0	7380.0	5825.0	0.0				
apex-abaumannii	deepamp_species_grampos	classification	10745	10816	0.993435650887574	0.5081489655770361	0.4815481548154815	0.9402460456942003	0.004564371056517654	0.323653962492438	0.9954356289434824	0.7885013128596904	0.5815230623381454	0.97	0.6771708478822827	0.6363631099773208	100.0	9102.0	1653.0	7449.0	569.0	0.0				
apex-ecoli	deepamp_species_grampos	classification	10745	10816	0.993435650887574	0.3872378595114281	0.31704781704781704	0.9442724458204335	0.002390438247011952	0.1905059337913804	0.9976095617529881	0.7634479778159898	0.4823608408255425	0.98	0.617486746746099	0.5861504322583093	100.0	9131.0	1601.0	7530.0	323.0	0.0				
apex-kpneumoniae	deepamp_species_grampos	classification	10745	10816	0.993435650887574	0.0890272528860532	0.024880382775119617	0.8666666666666667	0.0005267316302343956	0.01262135922330097	0.9994732683697656	0.7610687793889401	0.39017801644464345	0.48	0.5315999951014228	0.5078452033982144	100.0	9654.0	2060.0	7594.0	30.0	0.0				
apex-min	deepamp_species_grampos	classification	10745	10816	0.993435650887574	0.6565724089286539	0.6990861618798956	0.8947368421052632	0.020289855072463767	0.5736475629351901	0.9797101449275363	0.8735858934783041	0.7574139060296001	0.95	0.7703826180107589	0.6283297535488955	100.0	8077.0	1867.0	6210.0	1197.0	0.0				
apex-paeruginosa	deepamp_species_grampos	classification	10745	10816	0.993435650887574	0.11089178100220995	0.03995793901156677	0.8260869565217391	0.001051110235185915	0.020474137931034482	0.9989488897648141	0.7358456906745682	0.36058133481153176	0.62	0.5385891274354317	0.5127726809510471	100.0	9467.0	1856.0	7611.0	46.0	0.0				
apex-saureus	deepamp_species_grampos	classification	10745	10816	0.993435650887574	0.19165261316241444	0.10298850574712644	0.896	0.0016966849386583138	0.054634146341463415	0.9983033150613417	0.7649406319435159	0.42989629413542774	0.9	0.5509562722054291	0.5258478793749739	100.0	9712.0	2050.0	7662.0	125.0	0.0				
deep-amp-cnn-gramneg	deepamp_species_grampos	classification	10740	10816	0.9929733727810651	0.9494221361508348	0.9615695792880259	0.9527054108216433	0.015134025907400282	0.9706002449979584	0.9848659740925997	0.9914556032455448	0.9764489160864696	0.99	0.9736295705610193	0.8276624701433954	100.0	10246.0	2449.0	7797.0	2495.0	0.0				
deep-amp-cnn-grampos	deepamp_species_grampos	classification	10740	10816	0.9929733727810651	0.8617966826814668	0.8932837282161739	0.8324817518248175	0.0589216944801027	0.9636670891423743	0.9410783055198974	0.9639934638289749	0.8078593242318238	0.58	0.8419608033540706	0.5126547132539305	100.0	10157.0	2367.0	7790.0	2740.0	0.0				
deep-amp-lstm-gramneg	deepamp_species_grampos	classification	10740	10816	0.9929733727810651	0.9098826181428024	0.930684874818953	0.9086868686868687	0.02849218356026223	0.953774385072095	0.9715078164397378	0.9795681122450071	0.9092598060034095	0.91	0.9202611285701239	0.5970091080013781	100.0	10290.0	2358.0	7932.0	2475.0	0.0				
deep-amp-lstm-grampos	deepamp_species_grampos	classification	10740	10816	0.9929733727810651	0.8069236330742005	0.8402246043899949	0.9221288515406163	0.017508502330268294	0.7716830754805438	0.9824914976697317	0.9627806657739005	0.8800426996901183	0.89	0.9010670454052155	0.6145239400616642	100.0	10072.0	2133.0	7939.0	1785.0	0.0				
example-model	deepamp_species_grampos	classification	10816	10816	1.0	0.01540188039243052	0.34929920780012186	0.2645864106351551	0.4962003239068145	0.5138042309071352	0.5037996760931855	0.5008794940596462	0.26142133349079044	0.36	0.5009745620448106	0.5019094295273948	100.0	10816.0	2789.0	8027.0	5416.0	0.0				
hydramp-amp-classifier	deepamp_species_grampos	classification	5155	10816	0.4766087278106509	0.5944613035604775	0.7658203865100417	0.6325508607198748	0.3821614583333333	0.9702352376380221	0.6178385416666666	0.9267306987868059	0.8778935865555556	0.9	0.7663131199676159	0.5556001962826616	100.0	5155.0	2083.0	3072.0	3195.0	0.0				
hydramp-mic-classifier	deepamp_species_grampos	classification	5155	10816	0.4766087278106509	0.7954473688307895	0.8716130665991391	0.9222936763129689	0.047200520833333336	0.8262121939510322	0.9527994791666666	0.9614425808129301	0.9417912073400828	0.99	0.8678726918675409	0.6451742266199778	100.0	5155.0	2083.0	3072.0	1866.0	0.0				
mbc-attention	deepamp_species_grampos	classification	10729	10816	0.9919563609467456	0.5576912612068106	0.6919127086007703	0.5715800636267232	0.2644555967706742	0.8764227642276423	0.7355444032293258	0.8660008384940932	0.7212494748861445	0.92	0.681004193621986	0.5446464972677537	100.0	6428.0	1845.0	4583.0	2829.0	0.0				
mole-amp	deepamp_species_grampos	classification	10816	10816	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.2578587278106509	0.14	0.5	0.5	100.0	10816.0	2789.0	8027.0	0.0	0.0				
sensexamp-classifier	deepamp_species_grampos	classification	5073	10816	0.46902736686390534	0.4818780208956645	0.7094418362023995	0.554800108784335	0.5458486162054018	0.9836065573770492	0.4541513837945982	0.9346848338710139	0.8901976059574177	0.96	0.7824551035020775	0.5541425251683059	100.0	5073.0	2074.0	2999.0	3677.0	0.0				
sensexamp-ecoli	deepamp_species_grampos	classification	5073	10816	0.46902736686390534	0.8251975986828123	0.8895348837209303	0.9222423146473779	0.04563141139016626	0.8590679393599102	0.9543685886098338	0.9419248138041629	0.9245789754378759	1.0	0.867139233240305	0.6281580079035931	100.0	4608.0	1781.0	2827.0	1659.0	0.0				
sensexamp-saureus	deepamp_species_grampos	classification	5073	10816	0.46902736686390534	0.8281944129617808	0.8831874434047691	0.9663143989431968	0.017394270122783082	0.8132295719844358	0.982605729877217	0.9149874456553473	0.9187269923134977	0.99	0.8904328146689442	0.687134944515482	100.0	4731.0	1799.0	2932.0	1514.0	0.0				
ampeppy	example_classification	classification	20	20	1.0	0.5	0.7692307692307693	0.625	0.6	1.0	0.4	1.0	1.0	0.5	1.0	1.0	100.0	20.0	10.0	10.0	16.0	0.0				
amplify	example_classification	classification	20	20	1.0	0.816496580927726	0.9090909090909091	0.8333333333333334	0.2	1.0	0.8	1.0	0.9999999999999999	0.5	1.0	1.0	100.0	20.0	10.0	10.0	12.0	0.0				
ampredictor	example_classification	classification	20	20	1.0	0.3535533905932738	0.72	0.5625	0.7777777777777778	1.0	0.2222222222222222	0.43209876543209874	0.475422262922263	0.5	0.47368421052631576	0.49748743718592964	100.0	18.0	9.0	9.0	16.0	0.0				
ampredmfa	example_classification	classification	20	20	1.0	0.420084025208403	0.7407407407407407	0.5882352941176471	0.7	1.0	0.3	0.86	0.8636002886002885	0.5	0.7368421052631579	0.7035175879396985	100.0	20.0	10.0	10.0	17.0	0.0				
ampscanner	example_classification	classification	20	20	1.0	0.6546536707079772	0.8333333333333334	0.7142857142857143	0.4	1.0	0.6	0.9400000000000001	0.9514285714285714	0.5	0.8421052631578947	0.8492462311557789	100.0	20.0	10.0	10.0	14.0	0.0				
apex-abaumannii	example_classification	classification	20	20	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8375	0.8625	0.4444444444444444	0.8026315789473684	0.8115577889447236	100.0	18.0	8.0	10.0	0.0	0.0				
apex-ecoli	example_classification	classification	20	20	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8666666666666667	0.891919191919192	0.47368421052631576	0.8245614035087718	0.8324958123953099	100.0	19.0	9.0	10.0	0.0	0.0				
apex-kpneumoniae	example_classification	classification	20	20	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8500000000000001	0.9003588516746411	0.5	0.8421052631578947	0.8492462311557789	100.0	20.0	10.0	10.0	0.0	0.0				
apex-min	example_classification	classification	20	20	1.0	0.2988071523335984	0.25	1.0	0.0	0.14285714285714285	1.0	0.8428571428571427	0.8761904761904762	0.4117647058823529	0.849624060150376	0.8564249820531228	100.0	17.0	7.0	10.0	1.0	0.0				
apex-paeruginosa	example_classification	classification	20	20	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8799999999999999	0.923338649654439	0.5	0.8421052631578947	0.8492462311557789	100.0	20.0	10.0	10.0	0.0	0.0				
apex-saureus	example_classification	classification	20	20	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.86	0.8916013071895424	0.5	0.7894736842105263	0.7989949748743719	100.0	20.0	10.0	10.0	0.0	0.0				
deep-amp-cnn-gramneg	example_classification	classification	20	20	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.375	1.0	1.0	100.0	16.0	6.0	10.0	6.0	0.0				
deep-amp-cnn-grampos	example_classification	classification	20	20	1.0	0.8874119674649423	0.9333333333333333	1.0	0.0	0.875	1.0	0.9583333333333334	0.9659090909090909	0.47058823529411764	0.9342105263157895	0.9371859296482412	100.0	17.0	8.0	9.0	7.0	0.0				
deep-amp-lstm-gramneg	example_classification	classification	20	20	1.0	0.8827348295047495	0.9230769230769231	1.0	0.0	0.8571428571428571	1.0	1.0	1.0	0.4117647058823529	1.0	1.0	100.0	17.0	7.0	10.0	6.0	0.0				
deep-amp-lstm-grampos	example_classification	classification	20	20	1.0	0.8528028654224417	0.8888888888888888	1.0	0.0	0.8	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	100.0	15.0	5.0	10.0	4.0	0.0				
example-model	example_classification	classification	20	20	1.0	-0.10050378152592121	0.42105263157894735	0.4444444444444444	0.5	0.4	0.5	0.5599999999999999	0.6267848766300778	0.5	0.5263157894736842	0.5477386934673367	100.0	20.0	10.0	10.0	9.0	0.0				
