variant	task	task_type	n_matched	task_size	coverage	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
apex-min	length_31_50	classification	368	368	1.0	0.1546453485585907	0.23770491803278687	0.9666666666666667	0.017241379310344827	0.13551401869158877	0.9827586206896551	0.7553980019336126	0.9163553281184866	0.96	0.6405007039028444	0.5115765744610905	100.0	272.0	214.0	58.0	30.0	0.0				
apex-paeruginosa	length_31_50	classification	368	368	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7296143250688706	0.9182762693390101	0.96	0.6103378280411773	0.5556293866024337	100.0	302.0	242.0	60.0	0.0	0.0				
apex-saureus	length_31_50	classification	368	368	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7403214609921503	0.9358632190761759	0.97	0.6435206133558921	0.5187664707904343	100.0	368.0	307.0	61.0	0.0	0.0				
deep-amp-cnn-gramneg	length_31_50	classification	358	368	0.9728260869565217	0.5062234441855534	0.8328767123287671	0.9559748427672956	0.12962962962962962	0.7378640776699029	0.8703703703703703	0.8382775979863359	0.9448207471267634	0.97	0.66984613637654	0.5267600136605357	100.0	260.0	206.0	54.0	159.0	0.0				
deep-amp-cnn-grampos	length_31_50	classification	358	368	0.9728260869565217	0.5431236301174653	0.8979591836734694	0.9565217391304348	0.2	0.8461538461538461	0.8	0.8415384615384615	0.966120520430089	0.99	0.7279352226720648	0.5960572091225358	100.0	310.0	260.0	50.0	230.0	0.0				
deep-amp-lstm-gramneg	length_31_50	classification	358	368	0.9728260869565217	0.4835363753252443	0.8193384223918575	0.9640718562874252	0.1111111111111111	0.7123893805309734	0.8888888888888888	0.8448869223205507	0.9505504720356964	0.96	0.6475702530662941	0.5375105616578467	100.0	280.0	226.0	54.0	167.0	0.0				
deep-amp-lstm-grampos	length_31_50	classification	358	368	0.9728260869565217	0.5282647804436963	0.8644501278772379	0.9712643678160919	0.11363636363636363	0.7788018433179723	0.8863636363636364	0.8610180142438207	0.9699864821904924	0.99	0.7687032831345225	0.6873769770511544	100.0	261.0	217.0	44.0	174.0	0.0				
example-model	length_31_50	classification	368	368	1.0	0.01232968835413702	0.6070686070686071	0.8390804597701149	0.45901639344262296	0.4755700325732899	0.5409836065573771	0.5169541303999573	0.8471091956998837	0.85	0.516150337396329	0.49748743718592964	100.0	368.0	307.0	61.0	174.0	0.0				
hydramp-amp-classifier	length_31_50	classification	0	368	0.0																					
hydramp-mic-classifier	length_31_50	classification	0	368	0.0																					
mbc-attention	length_31_50	classification	368	368	1.0	0.68668036626502	0.9421841541755889	0.9649122807017544	0.17391304347826086	0.9205020920502092	0.8260869565217391	0.8989448790249227	0.9757307988870904	0.98	0.7107513189012189	0.6152309665482223	100.0	285.0	239.0	46.0	228.0	0.0				
mole-amp	length_31_50	classification	368	368	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.8342391304347826	0.78	0.5	0.5	100.0	368.0	307.0	61.0	0.0	0.0				
sensexamp-classifier	length_31_50	classification	0	368	0.0																					
sensexamp-ecoli	length_31_50	classification	0	368	0.0																					
sensexamp-saureus	length_31_50	classification	0	368	0.0																					
ampeppy	long_sequences	classification	436	436	1.0	0.24057720903148933	0.8976377952755905	0.8444444444444444	0.7974683544303798	0.957983193277311	0.20253164556962025	0.7289472751125766	0.9029151352233198	0.92	0.532113978169549	0.5024914488408428	100.0	436.0	357.0	79.0	405.0	0.0				
amplify	long_sequences	classification	436	436	1.0	0.3695676745444202	0.91005291005291	0.8621553884711779	0.6962025316455697	0.9635854341736695	0.3037974683544304	0.7828599794348119	0.9196055637928864	0.92	0.5302851320408243	0.512675421927565	100.0	436.0	357.0	79.0	399.0	0.0				
ampredictor	long_sequences	classification	431	436	0.9885321100917431	0.4376551655446716	0.9302325581395349	0.9120521172638436	0.5625	0.9491525423728814	0.4375	0.7724576271186441	0.9471184751613326	0.96	0.5904698186143325	0.5571075717570906	100.0	343.0	295.0	48.0	307.0	0.0				
ampredmfa	long_sequences	classification	436	436	1.0	0.14010376764172508	0.890625	0.8321167883211679	0.8734177215189873	0.957983193277311	0.12658227848101267	0.6537425096620927	0.869231481250241	0.9	0.5147399399466649	0.5003026336162606	100.0	436.0	357.0	79.0	411.0	0.0				
ampscanner	long_sequences	classification	436	436	1.0	0.4965455832848159	0.9261213720316622	0.8753117206982544	0.6329113924050633	0.9831932773109243	0.3670886075949367	0.7584476828706166	0.9049010276870573	0.89	0.5260946483856701	0.5024914488408428	100.0	436.0	357.0	79.0	401.0	0.0				
apex-abaumannii	long_sequences	classification	413	436	0.9472477064220184	-0.014678923792502562	0.046153846153846156	0.75	0.029411764705882353	0.023809523809523808	0.9705882352941176	0.7021475256769375	0.8784424893765835	0.91	0.5620177895719691	0.49748743718592964	100.0	320.0	252.0	68.0	8.0	0.0				
apex-ecoli	long_sequences	classification	413	436	0.9472477064220184	0.025240646488238254	0.00684931506849315	1.0	0.0	0.003436426116838488	1.0	0.7490367593460376	0.935568755399548	0.97	0.6627150506694728	0.6442694572518952	100.0	357.0	291.0	66.0	1.0	0.0				
apex-kpneumoniae	long_sequences	classification	413	436	0.9472477064220184	0.0	0.0	0.0	0.0	0.0	1.0	0.6643697478991597	0.9077865187139742	0.96	0.5853604599734631	0.512267218445167	100.0	410.0	340.0	70.0	0.0	0.0				
apex-min	long_sequences	classification	413	436	0.9472477064220184	0.13623902045620187	0.23529411764705882	0.9411764705882353	0.030303030303030304	0.13445378151260504	0.9696969696969697	0.72580850522027	0.8920616185045444	0.93	0.5699811024888424	0.501710231831426	100.0	304.0	238.0	66.0	34.0	0.0				
apex-paeruginosa	long_sequences	classification	413	436	0.9472477064220184	0.0	0.0	0.0	0.0	0.0	1.0	0.7192316040807466	0.9129913398149768	0.95	0.6002079215838598	0.5568247139757829	100.0	339.0	271.0	68.0	0.0	0.0				
apex-saureus	long_sequences	classification	413	436	0.9472477064220184	0.0	0.0	0.0	0.0	0.0	1.0	0.7238095238095238	0.9278867032987368	0.97	0.6209822802620587	0.5224661318287344	100.0	412.0	342.0	70.0	0.0	0.0				
deep-amp-cnn-gramneg	long_sequences	classification	403	436	0.9243119266055045	0.5058629302822563	0.837772397094431	0.9558011049723757	0.13559322033898305	0.7456896551724138	0.864406779661017	0.8326271186440679	0.9382062144649174	0.96	0.6271032637115875	0.5213134638710796	100.0	291.0	232.0	59.0	181.0	0.0				
deep-amp-cnn-grampos	long_sequences	classification	403	436	0.9243119266055045	0.5215251881978685	0.8978102189781022	0.9425287356321839	0.25862068965517243	0.8571428571428571	0.7413793103448276	0.8284873242821098	0.9597480904551916	0.98	0.6965921953748964	0.5885350095424859	100.0	345.0	287.0	58.0	261.0	0.0				
deep-amp-lstm-gramneg	long_sequences	classification	403	436	0.9243119266055045	0.4619286861638615	0.8072562358276644	0.956989247311828	0.12698412698412698	0.6980392156862745	0.873015873015873	0.8319327731092437	0.9423301352072955	0.96	0.6141333726473046	0.5349295497093309	100.0	318.0	255.0	63.0	186.0	0.0				
deep-amp-lstm-grampos	long_sequences	classification	403	436	0.9243119266055045	0.51882236444146	0.8584474885844748	0.9641025641025641	0.1320754716981132	0.7736625514403292	0.8679245283018868	0.8436990449569066	0.9605858691892926	0.98	0.7232949599715571	0.5719337427880141	100.0	296.0	243.0	53.0	195.0	0.0				
example-model	long_sequences	classification	436	436	1.0	0.009336427858651823	0.5964285714285714	0.8226600985221675	0.45569620253164556	0.4677871148459384	0.5443037974683544	0.5170903804559799	0.8323227434417861	0.84	0.5113061880315084	0.49748743718592964	100.0	436.0	357.0	79.0	203.0	0.0				
hydramp-amp-classifier	long_sequences	classification	0	436	0.0																					
hydramp-mic-classifier	long_sequences	classification	0	436	0.0																					
mbc-attention	long_sequences	classification	426	436	0.9770642201834863	0.66677920190629	0.9392265193370166	0.9586466165413534	0.2037037037037037	0.9205776173285198	0.7962962962962963	0.8907607968979809	0.973235184734634	0.98	0.6978909367281019	0.6172196723690655	100.0	331.0	277.0	54.0	266.0	0.0				
mole-amp	long_sequences	classification	436	436	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.8188073394495413	0.76	0.5	0.5	100.0	436.0	357.0	79.0	0.0	0.0				
sensexamp-classifier	long_sequences	classification	0	436	0.0																					
sensexamp-ecoli	long_sequences	classification	0	436	0.0																					
sensexamp-saureus	long_sequences	classification	0	436	0.0																					
ampeppy	paired_activity_cliffs	classification	100	100	1.0	-0.14285714285714285	0.6486486486486487	0.4897959183673469	1.0	0.96	0.0	0.5184	0.5475870510390048	0.5	0.5178947368421053	0.5276381909547738	100.0	100.0	50.0	50.0	98.0	0.0				
amplify	paired_activity_cliffs	classification	100	100	1.0	0.05862103817605492	0.6666666666666666	0.5051546391752577	0.96	0.98	0.04	0.5708	0.5589935705041195	0.5	0.511578947368421	0.49748743718592964	100.0	100.0	50.0	50.0	97.0	0.0				
ampredictor	paired_activity_cliffs	classification	100	100	1.0	0.45816317045846733	0.8048780487804879	0.7021276595744681	0.56	0.9428571428571428	0.44	0.848	0.888357814133902	0.5833333333333334	0.6842105263157895	0.6267049533381192	100.0	60.0	35.0	25.0	47.0	0.0				
ampredmfa	paired_activity_cliffs	classification	100	100	1.0	0.0	0.6666666666666666	0.5	1.0	1.0	0.0	0.5218	0.5251622563140342	0.5	0.5087719298245614	0.5008375209380235	100.0	100.0	50.0	50.0	100.0	0.0				
ampscanner	paired_activity_cliffs	classification	100	100	1.0	0.10206207261596575	0.6712328767123288	0.5104166666666666	0.94	0.98	0.06	0.6462000000000001	0.6097547558583608	0.5	0.520242914979757	0.501932740626208	100.0	100.0	50.0	50.0	96.0	0.0				
apex-abaumannii	paired_activity_cliffs	classification	100	100	1.0	0.31397581377392564	0.6	0.7142857142857143	0.21428571428571427	0.5172413793103449	0.7857142857142857	0.6453201970443351	0.7273534631361955	0.5087719298245614	0.6305418719211823	0.5841275342228384	100.0	57.0	29.0	28.0	21.0	0.0				
apex-ecoli	paired_activity_cliffs	classification	100	100	1.0	0.38280261518178804	0.4117647058823529	1.0	0.0	0.25925925925925924	1.0	0.6595441595441596	0.7679007557168247	0.5094339622641509	0.7121007647323436	0.7022147775916621	100.0	53.0	27.0	26.0	7.0	0.0				
apex-kpneumoniae	paired_activity_cliffs	classification	100	100	1.0	0.12202186695874057	0.05555555555555555	1.0	0.0	0.02857142857142857	1.0	0.5837837837837838	0.5906885494637258	0.4861111111111111	0.5204226783174152	0.5118449389806173	100.0	72.0	35.0	37.0	1.0	0.0				
apex-min	paired_activity_cliffs	classification	100	100	1.0	0.16647802295407294	0.6756756756756757	0.625	0.5769230769230769	0.7352941176470589	0.4230769230769231	0.6266968325791855	0.7057931362605893	0.5666666666666667	0.5748987854251012	0.512267218445167	100.0	60.0	34.0	26.0	40.0	0.0				
apex-paeruginosa	paired_activity_cliffs	classification	100	100	1.0	0.1297498240269205	0.058823529411764705	1.0	0.0	0.030303030303030304	1.0	0.5621212121212121	0.5742299348834395	0.4520547945205479	0.5494417862838915	0.5431703974417542	100.0	73.0	33.0	40.0	1.0	0.0				
apex-saureus	paired_activity_cliffs	classification	100	100	1.0	0.19518001458970663	0.22727272727272727	0.8333333333333334	0.02631578947368421	0.13157894736842105	0.9736842105263158	0.5914127423822715	0.6256126339288002	0.5	0.5414783496136463	0.5371594816186194	100.0	76.0	38.0	38.0	6.0	0.0				
deep-amp-cnn-gramneg	paired_activity_cliffs	classification	100	100	1.0	0.04059989714705751	0.7058823529411765	0.5714285714285714	0.9	0.9230769230769231	0.1	0.6820512820512821	0.7466046672226565	0.5652173913043478	0.581646423751687	0.5232573122020359	100.0	69.0	39.0	30.0	63.0	0.0				
deep-amp-cnn-grampos	paired_activity_cliffs	classification	100	100	1.0	0.0	0.6929133858267716	0.5301204819277109	1.0	1.0	0.0	0.6083916083916083	0.6540266889130899	0.5301204819277109	0.5411605937921727	0.5089081772498858	100.0	83.0	44.0	39.0	83.0	0.0				
