variant	model	model_type	task	evaluation_set	n_train	overlap_n	overlap_pct	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
ampredmfa	ampredmfa	classifier	strain_paeruginosa27853	battleamp	11320.0	174	15.95	0.04763825674619784	0.781390134529148	0.6423963133640553	0.9897959183673469	0.9971387696709585	0.01020408163265306	0.5414641178359756	0.6750602460374321	0.58	0.5101573676680973	0.5009697989230847	100.0	1091.0	699.0	392.0	1085.0	0.0				
ampredmfa	ampredmfa	classifier	strain_paeruginosa27853	minustrain	11320.0	174	15.95	0.03532789236680859	0.7731543624161074	0.631578947368421	0.9911504424778761	0.9965397923875432	0.008849557522123894	0.5311571791652633	0.6559139877696464	0.59	0.5059776137175518	0.5005707269378568	100.0	917.0	578.0	339.0	912.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_paeruginosa27853	battleamp	11131.0	110	10.08	0.12929718688722175	0.7690100430416069	0.6419161676646706	0.8925373134328358	0.9588550983899821	0.10746268656716418	0.6669398980055001	0.7578366930828534	0.85	0.5549111611699529	0.5136286054736342	100.0	894.0	559.0	335.0	835.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_paeruginosa27853	minustrain	11131.0	110	10.08	0.14215873562687864	0.7794955248169243	0.657967032967033	0.8798586572438163	0.9560878243512974	0.12014134275618374	0.6978234344032782	0.785888527593455	0.85	0.5563882463824443	0.5115045226059769	100.0	784.0	501.0	283.0	728.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_paeruginosa27853	battleamp	3444.0	212	19.43	0.4446427354738719	0.8126561199000832	0.7601246105919003	0.4597014925373134	0.8729874776386404	0.5402985074626866	0.7810989773849892	0.8318356175201019	0.89	0.606552493159848	0.5036861610270131	100.0	894.0	559.0	335.0	642.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_paeruginosa27853	minustrain	3444.0	212	19.43	0.4219749612224009	0.8226652675760755	0.7808764940239044	0.47619047619047616	0.8691796008869179	0.5238095238095238	0.7683646730209923	0.83904199754774	0.92	0.6049234151696516	0.49793601867719683	100.0	682.0	451.0	231.0	502.0	0.0				
apex-min	apex	regressor	strain_paeruginosa27853	battleamp	1388.0	9	0.82	0.40610754722929965	0.8266384778012685	0.785140562248996	0.49767441860465117	0.8727678571428571	0.5023255813953489	0.7430647840531561	0.8206016297604871	0.86	0.540921708340619	0.5031740930566454	100.0	663.0	448.0	215.0	498.0	0.0				
apex-min	apex	regressor	strain_paeruginosa27853	minustrain	1388.0	9	0.82	0.4080786107079792	0.8276595744680851	0.7858585858585858	0.49765258215962443	0.8741573033707866	0.5023474178403756	0.744463786464103	0.820841543979066	0.86	0.539561833845573	0.5032025666126698	100.0	658.0	445.0	213.0	495.0	0.0				
apex-ecoli	apex	regressor	strain_paeruginosa27853	battleamp	1388.0	9	0.82	0.29371305772434503	0.43342036553524804	0.8736842105263158	0.05581395348837209	0.2881944444444444	0.9441860465116279	0.6897609819121446	0.7414555760540562	0.85	0.5796783625730995	0.5068202770960747	100.0	503.0	288.0	215.0	95.0	0.0				
apex-ecoli	apex	regressor	strain_paeruginosa27853	minustrain	1388.0	9	0.82	0.29511311816470187	0.4368421052631579	0.8736842105263158	0.05660377358490566	0.2912280701754386	0.9433962264150944	0.6910460112545513	0.7423699052690016	0.85	0.5794177598912873	0.506802466486687	100.0	497.0	285.0	212.0	95.0	0.0				
apex-saureus	apex	regressor	strain_paeruginosa27853	battleamp	1388.0	9	0.82	-0.09872808240741213	0.020703933747412008	0.2777777777777778	0.040880503144654086	0.010752688172043012	0.9591194968553459	0.5624129302765943	0.6234436095208933	0.65	0.4990478834538161	0.49748743718592964	100.0	783.0	465.0	318.0	18.0	0.0				
apex-saureus	apex	regressor	strain_paeruginosa27853	minustrain	1388.0	9	0.82	-0.09959039624825114	0.020876826722338204	0.2777777777777778	0.041401273885350316	0.010845986984815618	0.9585987261146497	0.563956781850588	0.6260594104696209	0.65	0.4996665849793806	0.49748743718592964	100.0	775.0	461.0	314.0	18.0	0.0				
apex-kpneumoniae	apex	regressor	strain_paeruginosa27853	battleamp	1388.0	9	0.82	-0.016051380101612077	0.008113590263691683	0.5	0.00641025641025641	0.00408997955010225	0.9935897435897436	0.4890147344135074	0.6017628559558679	0.6	0.5001090109259305	0.49929238241967533	100.0	801.0	489.0	312.0	4.0	0.0				
apex-kpneumoniae	apex	regressor	strain_paeruginosa27853	minustrain	1388.0	9	0.82	-0.01617517593619206	0.0081799591002045	0.5	0.006472491909385114	0.004123711340206186	0.9935275080906149	0.48825276081806956	0.6018284030191997	0.6	0.5001185277275864	0.4992846996132365	100.0	794.0	485.0	309.0	4.0	0.0				
apex-abaumannii	apex	regressor	strain_paeruginosa27853	battleamp	1388.0	9	0.82	0.3599292694791045	0.627151051625239	0.8159203980099502	0.15879828326180256	0.5093167701863354	0.8412017167381974	0.7064617599232266	0.7674722489831345	0.86	0.5805664562600754	0.5101865524139236	100.0	555.0	322.0	233.0	201.0	0.0				
apex-abaumannii	apex	regressor	strain_paeruginosa27853	minustrain	1388.0	9	0.82	0.3617743888229972	0.6307692307692307	0.8159203980099502	0.1608695652173913	0.5141065830721003	0.8391304347826087	0.7073326972877197	0.7683636881436111	0.86	0.5803533639878625	0.5102266135091431	100.0	549.0	319.0	230.0	201.0	0.0				
apex-paeruginosa	apex	regressor	strain_paeruginosa27853	battleamp	1388.0	9	0.82	0.13585801888620755	0.07006369426751592	1.0	0.0	0.036303630363036306	1.0	0.5876445260420082	0.5976018037510802	0.64	0.5314773722056765	0.5202006140245959	100.0	605.0	303.0	302.0	11.0	0.0				
apex-paeruginosa	apex	regressor	strain_paeruginosa27853	minustrain	1388.0	9	0.82	0.1365471519899016	0.0707395498392283	1.0	0.0	0.03666666666666667	1.0	0.5890523968784839	0.5988424793706333	0.64	0.531702165111776	0.5203610023360952	100.0	599.0	300.0	299.0	11.0	0.0				
mbc-attention	mbc-attention	regressor	strain_paeruginosa27853	battleamp	3929.0	340	31.16	0.5056046592454545	0.8817021276595745	0.8081123244929798	0.5801886792452831	0.9700374531835206	0.419811320754717	0.7677372623842837	0.8792664387488338	0.95	0.5996470400083311	0.5406152378740569	100.0	746.0	534.0	212.0	641.0	0.0				
mbc-attention	mbc-attention	regressor	strain_paeruginosa27853	minustrain	3929.0	340	31.16	0.3741956974428316	0.8492791612057667	0.7570093457943925	0.7123287671232876	0.9671641791044776	0.2876712328767123	0.683643426702106	0.8158463878265563	0.82	0.561234921283991	0.5248785329222272	100.0	481.0	335.0	146.0	428.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_paeruginosa27853	battleamp	20587.0	271	24.84	0.10003202326329276	0.7710674157303371	0.6339491916859122	0.9491017964071856	0.9838709677419355	0.05089820359281437	0.6829700813426909	0.7789590690539948	0.84	0.5656282228977246	0.5194675758980769	100.0	892.0	558.0	334.0	866.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_paeruginosa27853	minustrain	20587.0	271	24.84	0.075921674176457	0.7989130434782609	0.6722560975609756	0.9598214285714286	0.984375	0.04017857142857143	0.684356066645408	0.8143810578863002	0.91	0.5839067534908701	0.5228654432878679	100.0	672.0	448.0	224.0	656.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_paeruginosa27853	battleamp	20587.0	271	24.84	0.3916429748914669	0.8358778625954199	0.7807486631016043	0.5565610859728507	0.8993839835728953	0.4434389140271493	0.755823352876137	0.8602481530669559	0.94	0.5826472813268828	0.535124403456886	100.0	708.0	487.0	221.0	561.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_paeruginosa27853	minustrain	20587.0	271	24.84	0.34431941964099155	0.843403205918619	0.8066037735849056	0.5734265734265734	0.8837209302325582	0.42657342657342656	0.7441318371550929	0.8783050784787563	0.92	0.5831395586597545	0.5319017523060996	100.0	530.0	387.0	143.0	424.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_paeruginosa27853	battleamp	20587.0	271	24.84	0.457322172856336	0.7934272300469484	0.8304668304668305	0.28870292887029286	0.7595505617977528	0.7112970711297071	0.744657044802783	0.8275880070900092	0.87	0.5665311555886566	0.5123046004315215	100.0	684.0	445.0	239.0	407.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_paeruginosa27853	minustrain	20587.0	271	24.84	0.4203618319311253	0.7951807228915663	0.8543689320388349	0.29605263157894735	0.7436619718309859	0.7039473684210527	0.7201630837657524	0.8382337648916163	0.83	0.5474230424095822	0.5089606669373554	100.0	507.0	355.0	152.0	309.0	0.0				
ampredictor	ampredictor	regressor	strain_paeruginosa27853	battleamp	2952.0	209	19.16	0.33896855411862165	0.883054892601432	0.8173784977908689	0.7251461988304093	0.9602076124567474	0.27485380116959063	0.7182864890022056	0.8832245088707507	0.91	0.5567228031835187	0.5418267809636418	100.0	749.0	578.0	171.0	679.0	0.0				
ampredictor	ampredictor	regressor	strain_paeruginosa27853	minustrain	2952.0	209	19.16	0.23023568722119112	0.8778103616813294	0.8061041292639138	0.8244274809160306	0.9635193133047211	0.17557251908396945	0.6644661402876519	0.8660332324404819	0.88	0.5420364625812804	0.5384648564711971	100.0	597.0	466.0	131.0	557.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	strain_paeruginosa27853	battleamp	12593.0	299	27.41	0.2909373203566157	0.7932875667429443	0.7084468664850136	0.6666666666666666	0.901213171577123	0.3333333333333333	0.606143064621498	0.6970591632179908	0.68	0.5099659773187808	0.49940017390439456	100.0	898.0	577.0	321.0	734.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	strain_paeruginosa27853	minustrain	12593.0	299	27.41	0.3018406139945682	0.8150346191889218	0.7215411558669002	0.7162162162162162	0.9363636363636364	0.28378378378378377	0.5806203931203932	0.6930644684220069	0.7	0.5013685934738566	0.49760061569106795	100.0	662.0	440.0	222.0	571.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	strain_paeruginosa27853	battleamp	12593.0	299	27.41	0.3463528598932361	0.7964601769911505	0.7568807339449541	0.5162337662337663	0.8404074702886248	0.4837662337662338	0.7232983485105726	0.8209735855389809	0.85	0.5646838194421073	0.5357356978706511	100.0	897.0	589.0	308.0	654.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	strain_paeruginosa27853	minustrain	12593.0	299	27.41	0.36553792886886344	0.8128342245989305	0.7692307692307693	0.5253456221198156	0.8616780045351474	0.47465437788018433	0.7222378966947762	0.8299659467727615	0.88	0.5739018382031444	0.5383408363383949	100.0	658.0	441.0	217.0	494.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	strain_paeruginosa27853	battleamp	12593.0	299	27.41	0.33583680234614316	0.8420279206465834	0.75	0.7318007662835249	0.9597989949748744	0.2681992337164751	0.7084015222985939	0.8067087820559694	0.82	0.5258709356421146	0.49943857281620435	100.0	858.0	597.0	261.0	764.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	strain_paeruginosa27853	minustrain	12593.0	299	27.41	0.37579053831944814	0.8647619047619047	0.7747440273037542	0.7415730337078652	0.978448275862069	0.25842696629213485	0.7090032932971717	0.820279361650651	0.84	0.5176925508268929	0.49891115788162044	100.0	642.0	464.0	178.0	586.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	strain_paeruginosa27853	battleamp	12593.0	299	27.41	0.1259398961033289	0.8060263653483992	0.6895810955961332	0.9116719242902208	0.9697885196374623	0.08832807570977919	0.6343362528233915	0.7496069336018929	0.77	0.5127765519185519	0.49997301306344927	100.0	979.0	662.0	317.0	931.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	strain_paeruginosa27853	minustrain	12593.0	299	27.41	0.1254278331768549	0.8162926018287614	0.7034383954154728	0.915929203539823	0.9722772277227723	0.084070796460177	0.6217383685271182	0.7464924991936588	0.75	0.5050611721628614	0.4987114667352358	100.0	731.0	505.0	226.0	698.0	0.0				
example-model	example-model	classifier	strain_saureus43300	battleamp		0	0.0	-0.005560523594076076	0.5764411027568922	0.7142857142857143	0.48936170212765956	0.4831932773109244	0.5106382978723404	0.5322054353656357	0.7419028755850413	0.76	0.5122662726904872	0.49748743718592964	100.0	332.0	238.0	94.0	161.0	0.0				
example-model	example-model	classifier	strain_saureus43300	minustrain		0	0.0	-0.005560523594076076	0.5764411027568922	0.7142857142857143	0.48936170212765956	0.4831932773109244	0.5106382978723404	0.5322054353656357	0.7419028755850413	0.76	0.5122662726904872	0.49748743718592964	100.0	332.0	238.0	94.0	161.0	0.0				
ampeppy	ampeppy	classifier	strain_saureus43300	battleamp	6536.0	13	3.92	0.0375783987043402	0.8181818181818182	0.7211538461538461	0.925531914893617	0.9453781512605042	0.07446808510638298	0.5583318433756481	0.734449033326206	0.71	0.4948337677736268	0.49959883450867787	100.0	332.0	238.0	94.0	312.0	0.0				
ampeppy	ampeppy	classifier	strain_saureus43300	minustrain	6536.0	13	3.92	0.03900302653460388	0.8181818181818182	0.7224080267558528	0.9222222222222223	0.9432314410480349	0.07777777777777778	0.5697719553614751	0.7396403342300335	0.74	0.49705048647820427	0.49748743718592964	100.0	319.0	229.0	90.0	299.0	0.0				
amplify	amplify	classifier	strain_saureus43300	battleamp	6676.0	18	5.42	-0.04776477918074505	0.8122743682310469	0.7120253164556962	0.9680851063829787	0.9453781512605042	0.031914893617021274	0.5776640443411407	0.7466520003248334	0.77	0.4899874843554443	0.49748743718592964	100.0	332.0	238.0	94.0	316.0	0.0				
amplify	amplify	classifier	strain_saureus43300	minustrain	6676.0	18	5.42	-0.049327902900298766	0.8107074569789675	0.7114093959731543	0.9662921348314607	0.9422222222222222	0.033707865168539325	0.5895630461922596	0.764499112570795	0.81	0.4990735265129115	0.49748743718592964	100.0	314.0	225.0	89.0	298.0	0.0				
ampscanner	ampscanner	classifier	strain_saureus43300	battleamp	2132.0	8	2.41	0.006677549520462766	0.8089430894308943	0.6885813148788927	0.9782608695652174	0.9802955665024631	0.021739130434782608	0.5856714499892911	0.7470896855148724	0.83	0.515647355937737	0.5014939686573718	100.0	295.0	203.0	92.0	289.0	0.0				
ampscanner	ampscanner	classifier	strain_saureus43300	minustrain	2132.0	8	2.41	0.007338437634262865	0.8100208768267223	0.6903914590747331	0.9775280898876404	0.9797979797979798	0.02247191011235955	0.5922993984791737	0.7537414077107111	0.85	0.5176874003189793	0.5016887467641237	100.0	287.0	198.0	89.0	281.0	0.0				
ampredmfa	ampredmfa	classifier	strain_saureus43300	battleamp	11320.0	42	12.65	-0.03454311125719746	0.8330404217926186	0.716012084592145	1.0	0.9957983193277311	0.0	0.5350885034865009	0.7505997200124626	0.82	0.5230539584254754	0.502201131708965	100.0	332.0	238.0	94.0	331.0	0.0				
ampredmfa	ampredmfa	classifier	strain_saureus43300	minustrain	11320.0	42	12.65	-0.03882547073383566	0.8187372708757638	0.6955017301038062	1.0	0.995049504950495	0.0	0.5094228172817282	0.7140260049878099	0.68	0.515372589890568	0.5014677347131699	100.0	290.0	202.0	88.0	289.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_saureus43300	battleamp	11131.0	13	3.92	0.27637965775068324	0.8528784648187633	0.7547169811320755	0.8333333333333334	0.9803921568627451	0.16666666666666666	0.7979512317747611	0.9020802795547266	0.94	0.6306660315948242	0.5117252931323283	100.0	282.0	204.0	78.0	265.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_saureus43300	minustrain	11131.0	13	3.92	0.2781623918480547	0.849438202247191	0.75	0.8289473684210527	0.9792746113989638	0.17105263157894737	0.7985410417234797	0.8998701666296572	0.94	0.6381668652132103	0.5088916083005702	100.0	269.0	193.0	76.0	252.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_saureus43300	battleamp	3444.0	46	13.86	0.0924508419621537	0.7584541062801933	0.7476190476190476	0.6794871794871795	0.7696078431372549	0.32051282051282054	0.6052978883861236	0.7880370432738941	0.85	0.5240268847079993	0.4999507340624692	100.0	282.0	204.0	78.0	210.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_saureus43300	minustrain	3444.0	46	13.86	0.09811049102515929	0.760806916426513	0.7764705882352941	0.6440677966101694	0.7457627118644068	0.3559322033898305	0.630518050368668	0.8588657395127649	0.84	0.6137931729640101	0.5514294637026943	100.0	236.0	177.0	59.0	170.0	0.0				
apex-min	apex	regressor	strain_saureus43300	battleamp	1388.0	0	0.0	-0.03063129071749471	0.7247386759581882	0.7761194029850746	0.7142857142857143	0.6797385620915033	0.2857142857142857	0.5094926859632741	0.8036813619163454	0.79	0.5125067570888004	0.5007718330213158	100.0	195.0	153.0	42.0	134.0	0.0				
apex-min	apex	regressor	strain_saureus43300	minustrain	1388.0	0	0.0	-0.03063129071749471	0.7247386759581882	0.7761194029850746	0.7142857142857143	0.6797385620915033	0.2857142857142857	0.5094926859632741	0.8036813619163454	0.79	0.5125067570888004	0.5007718330213158	100.0	195.0	153.0	42.0	134.0	0.0				
apex-ecoli	apex	regressor	strain_saureus43300	battleamp	1388.0	0	0.0	0.20462155437660662	0.3194444444444444	0.9583333333333334	0.024390243902439025	0.19166666666666668	0.975609756097561	0.5467479674796748	0.8259374873894954	0.74	0.5830124090714591	0.568676716917923	100.0	161.0	120.0	41.0	24.0	0.0				
apex-ecoli	apex	regressor	strain_saureus43300	minustrain	1388.0	0	0.0	0.20462155437660662	0.3194444444444444	0.9583333333333334	0.024390243902439025	0.19166666666666668	0.975609756097561	0.5467479674796748	0.8259374873894954	0.74	0.5830124090714591	0.568676716917923	100.0	161.0	120.0	41.0	24.0	0.0				
apex-saureus	apex	regressor	strain_saureus43300	battleamp	1388.0	0	0.0	0.06343378443267882	0.023952095808383235	1.0	0.0	0.012121212121212121	1.0	0.4866442199775533	0.6840265824166997	0.64	0.5141276310866955	0.5127150906045378	100.0	246.0	165.0	81.0	2.0	0.0				
apex-saureus	apex	regressor	strain_saureus43300	minustrain	1388.0	0	0.0	0.06343378443267882	0.023952095808383235	1.0	0.0	0.012121212121212121	1.0	0.4866442199775533	0.6840265824166997	0.64	0.5141276310866955	0.5127150906045378	100.0	246.0	165.0	81.0	2.0	0.0				
apex-kpneumoniae	apex	regressor	strain_saureus43300	battleamp	1388.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4327845268542199	0.6776283476946401	0.67	0.48260196527123433	0.5002184837229626	100.0	252.0	184.0	68.0	0.0	0.0				
apex-kpneumoniae	apex	regressor	strain_saureus43300	minustrain	1388.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4327845268542199	0.6776283476946401	0.67	0.48260196527123433	0.5002184837229626	100.0	252.0	184.0	68.0	0.0	0.0				
apex-abaumannii	apex	regressor	strain_saureus43300	battleamp	1388.0	0	0.0	0.13242105263157894	0.4049079754601227	0.868421052631579	0.13157894736842105	0.264	0.868421052631579	0.4905263157894737	0.8021023797316073	0.74	0.5481440443213297	0.5336683417085427	100.0	163.0	125.0	38.0	38.0	0.0				
apex-abaumannii	apex	regressor	strain_saureus43300	minustrain	1388.0	0	0.0	0.13242105263157894	0.4049079754601227	0.868421052631579	0.13157894736842105	0.264	0.868421052631579	0.4905263157894737	0.8021023797316073	0.74	0.5481440443213297	0.5336683417085427	100.0	163.0	125.0	38.0	38.0	0.0				
apex-paeruginosa	apex	regressor	strain_saureus43300	battleamp	1388.0	0	0.0	0.0691588693201302	0.03592814371257485	1.0	0.0	0.018292682926829267	1.0	0.48823277706461277	0.7354880503084138	0.77	0.4894489111096097	0.5066797401642358	100.0	221.0	164.0	57.0	3.0	0.0				
apex-paeruginosa	apex	regressor	strain_saureus43300	minustrain	1388.0	0	0.0	0.0691588693201302	0.03592814371257485	1.0	0.0	0.018292682926829267	1.0	0.48823277706461277	0.7354880503084138	0.77	0.4894489111096097	0.5066797401642358	100.0	221.0	164.0	57.0	3.0	0.0				
mbc-attention	mbc-attention	regressor	strain_saureus43300	battleamp	3929.0	88	26.51	0.39064294535854677	0.8660968660968661	0.7875647668393783	0.6833333333333333	0.9620253164556962	0.31666666666666665	0.7341772151898733	0.8826084697708075	0.83	0.643015767266267	0.6501494815851409	100.0	218.0	158.0	60.0	193.0	0.0				
mbc-attention	mbc-attention	regressor	strain_saureus43300	minustrain	3929.0	88	26.51	0.3385730347197075	0.8235294117647058	0.7205882352941176	0.7307692307692307	0.9607843137254902	0.2692307692307692	0.646870286576169	0.7627662886662857	0.74	0.5389775343335714	0.5467533747167208	100.0	154.0	102.0	52.0	136.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_saureus43300	battleamp	20587.0	55	16.57	-0.03693889983929043	0.8277310924369747	0.718978102189781	0.9871794871794872	0.9752475247524752	0.01282051282051282	0.5371604468139122	0.7384521210848958	0.74	0.4983364733234457	0.4999751231404547	100.0	280.0	202.0	78.0	274.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_saureus43300	minustrain	20587.0	55	16.57	-0.03657904362918884	0.8341708542713567	0.7312775330396476	0.9838709677419355	0.9707602339181286	0.016129032258064516	0.5033012639124693	0.7337783121069836	0.74	0.4984064575700712	0.5004261071439067	100.0	233.0	171.0	62.0	227.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_saureus43300	battleamp	20587.0	55	16.57	0.15858098824777855	0.8253968253968254	0.7536231884057971	0.796875	0.9122807017543859	0.203125	0.665844298245614	0.8222054593971941	0.82	0.5261041859033548	0.5151194569337918	100.0	235.0	171.0	64.0	207.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_saureus43300	minustrain	20587.0	55	16.57	0.18825370113548798	0.8360128617363344	0.7784431137724551	0.7551020408163265	0.9027777777777778	0.24489795918367346	0.6889172335600907	0.846369644082544	0.86	0.5385039980904642	0.5114461194863205	100.0	193.0	144.0	49.0	167.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_saureus43300	battleamp	20587.0	55	16.57	0.5815727005125082	0.875	0.9473684210526315	0.15555555555555556	0.8129032258064516	0.8444444444444444	0.8265232974910395	0.9532607991067494	0.97	0.795887568383324	0.7665748095315286	100.0	200.0	155.0	45.0	133.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_saureus43300	minustrain	20587.0	55	16.57	0.5310834274949938	0.8617886178861789	0.9464285714285714	0.17142857142857143	0.7910447761194029	0.8285714285714286	0.8019189765458422	0.9500575285974873	0.96	0.7637751094153293	0.744993624840621	100.0	169.0	134.0	35.0	112.0	0.0				
ampredictor	ampredictor	regressor	strain_saureus43300	battleamp	2952.0	33	9.94	0.07175534926979416	0.8413098236775819	0.7522522522522522	0.9166666666666666	0.9542857142857143	0.08333333333333333	0.4592380952380952	0.6981282032658616	0.7	0.4791979949874687	0.49748743718592964	100.0	235.0	175.0	60.0	222.0	0.0				
ampredictor	ampredictor	regressor	strain_saureus43300	minustrain	2952.0	33	9.94	0.0277191673714912	0.8444444444444444	0.7562189054726368	0.9423076923076923	0.9559748427672956	0.057692307692307696	0.4602080309627479	0.7024043950022798	0.75	0.47686705879357316	0.49748743718592964	100.0	211.0	159.0	52.0	201.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	strain_saureus43300	battleamp	12593.0	60	18.07	0.3575544242244776	0.831353919239905	0.7954545454545454	0.5421686746987951	0.8706467661691543	0.4578313253012048	0.6550380626985554	0.8160328766590512	0.79	0.5574757789997382	0.5274881872046802	100.0	284.0	201.0	83.0	220.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	strain_saureus43300	minustrain	12593.0	60	18.07	0.2924122972480957	0.8268156424581006	0.7914438502673797	0.6	0.8654970760233918	0.4	0.6204228520017994	0.8120787663428868	0.75	0.5511044818524042	0.5268741367656998	100.0	236.0	171.0	65.0	187.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	strain_saureus43300	battleamp	12593.0	60	18.07	0.013631956535930122	0.7767441860465116	0.73568281938326	0.8108108108108109	0.8226600985221675	0.1891891891891892	0.5296232192783917	0.7599004489362071	0.75	0.5050066919395413	0.5148154565933114	100.0	277.0	203.0	74.0	227.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	strain_saureus43300	minustrain	12593.0	60	18.07	0.031842671335622436	0.7967032967032966	0.7671957671957672	0.8	0.8285714285714286	0.2	0.5250909090909092	0.7784635835364461	0.79	0.49829118250170884	0.5147164393395549	100.0	230.0	175.0	55.0	189.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	strain_saureus43300	battleamp	12593.0	60	18.07	0.12154398955996708	0.8458149779735683	0.7868852459016393	0.8253968253968254	0.9142857142857143	0.1746031746031746	0.7417989417989419	0.9087573549708265	0.94	0.635477582846004	0.550131610433118	100.0	273.0	210.0	63.0	244.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	strain_saureus43300	minustrain	12593.0	60	18.07	0.09633473648842611	0.835509138381201	0.7729468599033816	0.8392857142857143	0.9090909090909091	0.16071428571428573	0.7428977272727272	0.9057894573299143	0.91	0.6393327067669172	0.5603015075376885	100.0	232.0	176.0	56.0	207.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	strain_saureus43300	battleamp	12593.0	60	18.07	-0.14071894046316985	0.7764227642276422	0.6870503597122302	0.9775280898876404	0.8925233644859814	0.02247191011235955	0.4593090412685078	0.7007771198963992	0.69	0.5065409507176531	0.50218381627765	100.0	303.0	214.0	89.0	278.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	strain_saureus43300	minustrain	12593.0	60	18.07	-0.12922242690484695	0.7912621359223301	0.7149122807017544	0.9701492537313433	0.8858695652173914	0.029850746268656716	0.42529201817001944	0.7086298670700452	0.7	0.5019894805150449	0.5002184837229626	100.0	251.0	184.0	67.0	228.0	0.0				
example-model	example-model	classifier	strain_saureus33591	battleamp		0	0.0	0.1252871845934883	0.5656565656565656	0.5384615384615384	0.47058823529411764	0.5957446808510638	0.5294117647058824	0.5815602836879433	0.537447622712396	0.47959183673469385	0.48993259117756843	0.5081791938415482	100.0	98.0	47.0	51.0	52.0	0.0				
example-model	example-model	classifier	strain_saureus33591	minustrain		0	0.0	0.1252871845934883	0.5656565656565656	0.5384615384615384	0.47058823529411764	0.5957446808510638	0.5294117647058824	0.5815602836879433	0.537447622712396	0.47959183673469385	0.48993259117756843	0.5081791938415482	100.0	98.0	47.0	51.0	52.0	0.0				
ampeppy	ampeppy	classifier	strain_saureus33591	battleamp	6536.0	3	3.06	0.09747157277634666	0.6527777777777778	0.4845360824742268	0.9803921568627451	1.0	0.0196078431372549	0.6958698372966208	0.6416366298967958	0.47959183673469385	0.5145247348659509	0.5188709504971667	100.0	98.0	47.0	51.0	97.0	0.0				
ampeppy	ampeppy	classifier	strain_saureus33591	minustrain	6536.0	3	3.06	0.10206207261596575	0.6666666666666666	0.5	0.9791666666666666	1.0	0.020833333333333332	0.7364804964539008	0.7342691030154926	0.49473684210526314	0.5796472564389697	0.5535122420613707	100.0	95.0	47.0	48.0	94.0	0.0				
amplify	amplify	classifier	strain_saureus33591	battleamp	6676.0	8	8.16	0.17059357309893752	0.6619718309859155	0.49473684210526314	0.9411764705882353	1.0	0.058823529411764705	0.7073425114726742	0.6225162830390396	0.47959183673469385	0.5090354170783655	0.5056666310274778	100.0	98.0	47.0	51.0	95.0	0.0				
amplify	amplify	classifier	strain_saureus33591	minustrain	6676.0	8	8.16	0.17761772366336184	0.6615384615384615	0.4942528735632184	0.9361702127659575	1.0	0.06382978723404255	0.7419594260267195	0.6652185921241776	0.4777777777777778	0.5325399098934868	0.5057263059483463	100.0	90.0	43.0	47.0	87.0	0.0				
