variant	model	model_type	task	evaluation_set	n_train	overlap_n	overlap_pct	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
ampredmfa	ampredmfa	classifier	gram_minus	minustrain	11320.0	489	12.19	0.037425508366079094	0.8356823080749461	0.7204116638078902	0.9878787878787879	0.9948677457560205	0.012121212121212121	0.5576160340076645	0.7505668101505867	0.84	0.5054409720995195	0.5005194897984466	100.0	3523.0	2533.0	990.0	3498.0	0.0				
ampredmfa	ampredmfa	classifier	gram_minus	holdout	11320.0	489	12.19	0.0	0.8771929824561403	0.78125	1.0	1.0	0.0	0.5784108199492815	0.8155155616419264	0.79	0.5066666666666667	0.5006365159128978	100.0	416.0	325.0	91.0	416.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	gram_minus	battleamp	11131.0	477	11.89	0.22137392177237092	0.8421052631578947	0.7554980595084088	0.8111587982832618	0.9511400651465798	0.1888412017167382	0.6792192808013309	0.8276778870197754	0.89	0.5442768648705125	0.504514706313157	100.0	3388.0	2456.0	932.0	3092.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	gram_minus	minustrain	11131.0	477	11.89	0.2440132146739222	0.8442380751371887	0.7621951219512195	0.7829360100376411	0.9460737937559129	0.21706398996235884	0.7098423131207496	0.8505430274000323	0.93	0.560362903611243	0.5117479428995734	100.0	2911.0	2114.0	797.0	2624.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	gram_minus	holdout	11131.0	477	11.89	0.13321988599489018	0.8667736757624398	0.8011869436201781	0.8589743589743589	0.9440559440559441	0.14102564102564102	0.6074950690335306	0.8255867815920481	0.82	0.5197427403905137	0.498172681589767	100.0	364.0	286.0	78.0	337.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	gram_minus	battleamp	3444.0	1025	25.55	0.6218833927190878	0.8908224570126373	0.906790383804302	0.2371244635193133	0.8754071661237784	0.7628755364806867	0.8729137104891586	0.9330186968024381	0.95	0.6668395612796513	0.5180607466179931	100.0	3388.0	2456.0	932.0	2371.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	gram_minus	minustrain	3444.0	1025	25.55	0.5115306013230063	0.8687102371312898	0.88042203985932	0.33387888707037644	0.8573059360730594	0.6661211129296236	0.8165995934503658	0.9046965957855055	0.93	0.5987431614032728	0.5036088152500878	100.0	2363.0	1752.0	611.0	1706.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	gram_minus	holdout	3444.0	1025	25.55	0.32161210088294784	0.8668941979522184	0.8466666666666667	0.5897435897435898	0.8881118881118881	0.41025641025641024	0.6500358615743231	0.8303845486547902	0.84	0.49524834140218754	0.49748743718592964	100.0	364.0	286.0	78.0	300.0	0.0				
apex-min	apex	regressor	gram_minus	battleamp	1388.0	32	0.8	0.3639136528071668	0.8067520372526193	0.8738965952080706	0.34305317324185247	0.7491891891891892	0.6569468267581475	0.7514125446200918	0.8950062878190101	0.95	0.585207722844267	0.5144220476542464	100.0	2433.0	1850.0	583.0	1586.0	0.0				
apex-min	apex	regressor	gram_minus	minustrain	1388.0	32	0.8	0.36379635677797745	0.8050722500737245	0.8733205374280231	0.3407917383820998	0.7467177242888403	0.6592082616179001	0.7510743191584719	0.8935903686766178	0.95	0.5832455370584855	0.5132162089082941	100.0	2409.0	1828.0	581.0	1563.0	0.0				
apex-min	apex	regressor	gram_minus	holdout	1388.0	32	0.8	0.10554105481214165	0.8362068965517241	0.8326180257510729	0.7358490566037735	0.8398268398268398	0.2641509433962264	0.6054071714449073	0.8733033988862946	0.86	0.5516234840961752	0.5431703974417542	100.0	284.0	231.0	53.0	233.0	0.0				
apex-ecoli	apex	regressor	gram_minus	battleamp	1388.0	32	0.8	0.26625204609414915	0.3622508792497069	0.9478527607361963	0.022818791946308724	0.22391304347826088	0.9771812080536912	0.6438702460850111	0.793066756846624	0.96	0.5995218568744592	0.5345734606306506	100.0	2125.0	1380.0	745.0	326.0	0.0				
apex-ecoli	apex	regressor	gram_minus	minustrain	1388.0	32	0.8	0.26351235433760084	0.35769459298871065	0.9465408805031447	0.022941970310391364	0.2205128205128205	0.9770580296896086	0.6431423726970286	0.7908283642265923	0.96	0.5973994989550072	0.5332229555979886	100.0	2106.0	1365.0	741.0	318.0	0.0				
apex-ecoli	apex	regressor	gram_minus	holdout	1388.0	32	0.8	0.27512208215212264	0.5892857142857143	0.9166666666666666	0.125	0.4342105263157895	0.875	0.665844298245614	0.8694776407277095	0.88	0.564721837488458	0.5470774927267918	100.0	200.0	152.0	48.0	72.0	0.0				
apex-saureus	apex	regressor	gram_minus	battleamp	1388.0	32	0.8	-0.0103810394765872	0.03832116788321168	0.6666666666666666	0.022950819672131147	0.01972757162987318	0.9770491803278688	0.5336038623536026	0.7191096270382833	0.71	0.50652702257457	0.498300007069358	100.0	3044.0	2129.0	915.0	63.0	0.0				
apex-saureus	apex	regressor	gram_minus	minustrain	1388.0	32	0.8	-0.020196233061104588	0.033271719038817	0.631578947368421	0.023076923076923078	0.0170859041290935	0.9769230769230769	0.5335923687133939	0.7168104557279238	0.7	0.5057017520984748	0.49806140178982083	100.0	3017.0	2107.0	910.0	57.0	0.0				
apex-saureus	apex	regressor	gram_minus	holdout	1388.0	32	0.8	0.14308786786808475	0.15139442231075698	1.0	0.0	0.08189655172413793	1.0	0.5258620689655172	0.7988577589800823	0.75	0.5335625367449708	0.540807485704384	100.0	303.0	232.0	71.0	19.0	0.0				
apex-kpneumoniae	apex	regressor	gram_minus	battleamp	1388.0	32	0.8	0.035926751710553595	0.013568521031207599	0.9375	0.001128668171557562	0.00683371298405467	0.9988713318284425	0.5367395630331607	0.7401520352819704	0.75	0.508066303605649	0.5031229616926708	100.0	3081.0	2195.0	886.0	16.0	0.0				
apex-kpneumoniae	apex	regressor	gram_minus	minustrain	1388.0	32	0.8	0.03048884094584797	0.010958904109589041	0.9230769230769231	0.0011337868480725624	0.005512172714745062	0.9988662131519275	0.5371483151521212	0.7386842328112604	0.74	0.5072803517203447	0.5025185454990494	100.0	3059.0	2177.0	882.0	13.0	0.0				
apex-kpneumoniae	apex	regressor	gram_minus	holdout	1388.0	32	0.8	0.07996742731158815	0.05106382978723404	1.0	0.0	0.026200873362445413	1.0	0.518740902474527	0.7818628234461781	0.75	0.5248857223116015	0.5106537052072591	100.0	301.0	229.0	72.0	6.0	0.0				
apex-abaumannii	apex	regressor	gram_minus	battleamp	1388.0	32	0.8	0.3384207182461468	0.561936402467964	0.9107692307692308	0.07891156462585033	0.40631434454358273	0.9210884353741496	0.6852856722647879	0.8211178533142481	0.93	0.603735291754241	0.5157363911616595	100.0	2192.0	1457.0	735.0	650.0	0.0				
apex-abaumannii	apex	regressor	gram_minus	minustrain	1388.0	32	0.8	0.33667503930631193	0.5594607607125662	0.9092331768388107	0.07934336525307797	0.4040333796940195	0.920656634746922	0.6843760048250629	0.818442362115068	0.9	0.6012999350803525	0.5143907035295391	100.0	2169.0	1438.0	731.0	639.0	0.0				
apex-abaumannii	apex	regressor	gram_minus	holdout	1388.0	32	0.8	0.15257790421867143	0.6618181818181819	0.8198198198198198	0.37735849056603776	0.5548780487804879	0.6226415094339622	0.6199953980671882	0.8415553336197781	0.82	0.5623925206481459	0.5189361441353108	100.0	217.0	164.0	53.0	111.0	0.0				
apex-paeruginosa	apex	regressor	gram_minus	battleamp	1388.0	32	0.8	0.10626994331709581	0.06024808033077377	1.0	0.0	0.031059683313032885	1.0	0.5835487324615531	0.730738134741836	0.93	0.5429719585844089	0.5208465692602104	100.0	2551.0	1642.0	909.0	51.0	0.0				
apex-paeruginosa	apex	regressor	gram_minus	minustrain	1388.0	32	0.8	0.10367530843538743	0.057313432835820896	1.0	0.0	0.02950215119852489	1.0	0.5836386665625307	0.7293101400230321	0.93	0.5422244534786899	0.5201057667559973	100.0	2532.0	1627.0	905.0	48.0	0.0				
apex-paeruginosa	apex	regressor	gram_minus	holdout	1388.0	32	0.8	0.0222717701593687	0.08108108108108109	0.75	0.03333333333333333	0.04285714285714286	0.9666666666666667	0.5380952380952381	0.7345293919715388	0.71	0.5137844611528822	0.5118449389806173	100.0	200.0	140.0	60.0	8.0	0.0				
mbc-attention	mbc-attention	regressor	gram_minus	battleamp	3929.0	1322	32.95	0.6939928564197149	0.9365663563541892	0.9103535353535354	0.3271889400921659	0.9643334819438253	0.6728110599078341	0.8842817353596408	0.9550652699867158	1.0	0.6732057806201321	0.5610530688882192	100.0	2894.0	2243.0	651.0	2376.0	0.0				
mbc-attention	mbc-attention	regressor	gram_minus	minustrain	3929.0	1322	32.95	0.4667796079728912	0.912672357189757	0.8731155778894473	0.5754985754985755	0.9559834938101788	0.42450142450142453	0.781837704808819	0.9228320222246023	0.96	0.5769747438465312	0.5181972714062323	100.0	1805.0	1454.0	351.0	1592.0	0.0				
mbc-attention	mbc-attention	regressor	gram_minus	holdout	3929.0	1322	32.95	0.33415225037207036	0.921146953405018	0.8682432432432432	0.78	0.9809160305343512	0.22	0.6564122137404581	0.8999270469747037	0.91	0.5423865006026517	0.5070773715907784	100.0	312.0	262.0	50.0	296.0	0.0				
sensexamp-classifier	sensexamp	classifier	gram_minus	battleamp	20587.0	957	23.85	0.17031337730599685	0.8450261780104712	0.7385600976205003	0.921505376344086	0.9873572593800979	0.07849462365591398	0.7217494167587575	0.8618450618016784	0.96	0.5727198198622379	0.5193761171977518	100.0	3382.0	2452.0	930.0	3278.0	0.0				
sensexamp-classifier	sensexamp	classifier	gram_minus	minustrain	20587.0	957	23.85	0.17535082319632816	0.8526243410497364	0.7503025413473174	0.9183976261127597	0.9872611464968153	0.08160237388724036	0.7261394564251828	0.8700941211680948	0.97	0.5741720391814744	0.5199238694749523	100.0	2558.0	1884.0	674.0	2479.0	0.0				
sensexamp-classifier	sensexamp	classifier	gram_minus	holdout	20587.0	957	23.85	0.07339758434175737	0.8792569659442725	0.7888888888888889	0.9743589743589743	0.993006993006993	0.02564102564102564	0.6678994082840237	0.8552909837532148	0.88	0.5057001028660948	0.5133007695821766	100.0	364.0	286.0	78.0	360.0	0.0				
sensexamp-ecoli	sensexamp	regressor	gram_minus	battleamp	20587.0	957	23.85	0.5138225589699984	0.886184681460272	0.8868194842406877	0.37089201877934275	0.8855507868383404	0.6291079812206573	0.8250559895162849	0.9307804156255997	0.98	0.637722033944107	0.5324162535220343	100.0	2736.0	2097.0	639.0	2094.0	0.0				
sensexamp-ecoli	sensexamp	regressor	gram_minus	minustrain	20587.0	957	23.85	0.45669029904151404	0.8741721854304636	0.8805590851334181	0.4034334763948498	0.867877269881027	0.5965665236051502	0.8033826837337175	0.9236023285777117	0.98	0.6146646093116483	0.5244496418469838	100.0	2063.0	1597.0	466.0	1574.0	0.0				
sensexamp-ecoli	sensexamp	regressor	gram_minus	holdout	20587.0	957	23.85	0.276152627448664	0.8047619047619048	0.8492462311557789	0.46153846153846156	0.7647058823529411	0.5384615384615384	0.694744169857292	0.8663370837048969	0.86	0.5544726766446223	0.4997612496873508	100.0	286.0	221.0	65.0	199.0	0.0				
sensexamp-saureus	sensexamp	regressor	gram_minus	battleamp	20587.0	957	23.85	0.4017016220737829	0.7668782458165032	0.8865910607071381	0.22818791946308725	0.6756481952211489	0.7718120805369127	0.7468955893040539	0.8755907214209588	0.95	0.5738372657862143	0.5196020157700709	100.0	2712.0	1967.0	745.0	1499.0	0.0				
sensexamp-saureus	sensexamp	regressor	gram_minus	minustrain	20587.0	957	23.85	0.3424112364547247	0.7389804522805673	0.8811700182815356	0.24621212121212122	0.6363036303630363	0.7537878787878788	0.716889188918892	0.8670182222524951	0.93	0.5525276211831709	0.517434155475849	100.0	2043.0	1515.0	528.0	1094.0	0.0				
sensexamp-saureus	sensexamp	regressor	gram_minus	holdout	20587.0	957	23.85	0.20892761128550516	0.6886075949367089	0.8662420382165605	0.3181818181818182	0.5714285714285714	0.6818181818181818	0.626750700280112	0.8458262301629946	0.85	0.5154999798962647	0.5207128077361598	100.0	304.0	238.0	66.0	157.0	0.0				
ampredictor	ampredictor	regressor	gram_minus	battleamp	2952.0	936	23.33	0.6468812659965004	0.9370777027027027	0.9012997562956946	0.42408376963350786	0.9758135444151276	0.5759162303664922	0.8233678843163711	0.9321214555808007	0.97	0.5887327070387015	0.5206600569127192	100.0	2847.0	2274.0	573.0	2462.0	0.0				
ampredictor	ampredictor	regressor	gram_minus	minustrain	2952.0	936	23.33	0.49949517851176456	0.9202453987730062	0.8734780307040763	0.5901234567901235	0.9723040659988215	0.40987654320987654	0.7493077835250297	0.9080650558549117	0.96	0.5563780137175913	0.5134705077070607	100.0	2102.0	1697.0	405.0	1889.0	0.0				
ampredictor	ampredictor	regressor	gram_minus	holdout	2952.0	936	23.33	0.09596037919040853	0.8938547486033519	0.8191126279863481	0.9464285714285714	0.9836065573770492	0.05357142857142857	0.6317330210772834	0.8809245989905883	0.9	0.5407833107358561	0.5283796029326963	100.0	300.0	244.0	56.0	293.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	gram_minus	battleamp	12593.0	1326	33.05	0.28430416289512705	0.8187863674147964	0.8024439918533605	0.5626450116009281	0.8358082308018667	0.43735498839907194	0.6680057527215669	0.8149653541874777	0.81	0.5239327071047893	0.49924547209428005	100.0	3219.0	2357.0	862.0	2455.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	gram_minus	minustrain	12593.0	1326	33.05	0.2718450876481562	0.815979867882982	0.8131661442006269	0.5488029465930019	0.8188131313131313	0.45119705340699817	0.6561726844876017	0.8050206706128687	0.75	0.5059370481004677	0.4980886210167978	100.0	2127.0	1584.0	543.0	1595.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	gram_minus	holdout	12593.0	1326	33.05	0.13257694740146156	0.8367729831144465	0.7964285714285714	0.7702702702702703	0.8814229249011858	0.22972972972972974	0.5076914859523555	0.7727322705793511	0.72	0.5054509470985443	0.49748743718592964	100.0	327.0	253.0	74.0	280.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	gram_minus	battleamp	12593.0	1326	33.05	0.4450187444885157	0.8493837476498851	0.8506276150627615	0.40202702702702703	0.8481435127242386	0.597972972972973	0.7532642154043907	0.8650578066816441	0.95	0.5459636897947945	0.5156790994553021	100.0	3285.0	2397.0	888.0	2390.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	gram_minus	minustrain	12593.0	1326	33.05	0.33975696417161755	0.8352835283528353	0.8275862068965517	0.5096660808435852	0.8431253785584494	0.4903339191564148	0.6921788892922114	0.8372413539681596	0.91	0.5257527875151948	0.5064312738022332	100.0	2220.0	1651.0	569.0	1682.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	gram_minus	holdout	12593.0	1326	33.05	0.13855965659063665	0.8221797323135756	0.7962962962962963	0.7236842105263158	0.849802371541502	0.27631578947368424	0.568753900561681	0.8057872501483445	0.77	0.5333012164277972	0.49748743718592964	100.0	329.0	253.0	76.0	270.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	gram_minus	battleamp	12593.0	1326	33.05	0.3981964930391336	0.8825735149003355	0.8306092124814265	0.6221009549795361	0.9414736842105264	0.37789904502046384	0.7496603719393983	0.8896423766533216	0.96	0.5734867145605091	0.5142577250436862	100.0	3108.0	2375.0	733.0	2692.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	gram_minus	minustrain	12593.0	1326	33.05	0.36216660632457265	0.8807017543859649	0.8270181219110379	0.6589958158995816	0.9418386491557224	0.3410041841004184	0.7200263763178347	0.8761364590441589	0.94	0.5557479976405646	0.5073743486180198	100.0	2077.0	1599.0	478.0	1821.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	gram_minus	holdout	12593.0	1326	33.05	0.03866030552238342	0.8607594936708861	0.8318042813455657	0.859375	0.8918032786885246	0.140625	0.6183401639344261	0.8705311005687053	0.91	0.5270168248490078	0.49748743718592964	100.0	369.0	305.0	64.0	327.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	gram_minus	battleamp	12593.0	1326	33.05	0.2907721464023104	0.8795220710255559	0.8023009385407206	0.8012269938650307	0.9731913330885054	0.19877300613496932	0.640625978654903	0.820296191555044	0.77	0.5063174045321956	0.49920154270402367	100.0	3538.0	2723.0	815.0	3303.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	gram_minus	minustrain	12593.0	1326	33.05	0.2666245869839024	0.8725849841036928	0.7960731816153503	0.8017543859649123	0.9653679653679653	0.19824561403508772	0.5989917976760082	0.7850334861502692	0.71	0.492016524565001	0.49792155888426715	100.0	2418.0	1848.0	570.0	2241.0	0.0				
